stream,site,subsite,site_group,date,count,trap_status
butte creek,okie dam,okie dam,butte creek,2009-08-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-08-31,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-09-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-10-31,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-11-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2009-12-31,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-01-31,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-02-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-21,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-22,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-23,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-24,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-25,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-26,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-27,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-28,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-29,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-30,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-03-31,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-01,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-02,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-03,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-04,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-05,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-06,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-07,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-08,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-09,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-10,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-11,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-12,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-13,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-14,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-15,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-16,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-17,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-18,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-19,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-20,NA,trap not fishing
butte creek,okie dam,okie dam,butte creek,2010-04-21,NA,trap not fishing
